type,brom_ref,group,name,version,license-id
library,browserslist@4.22.0,,browserslist,4.22.0,MIT
library,browserslist@4.22.1,,browserslist,4.22.1,MIT
library,browserslist@4.23.2,,browserslist,4.23.2,MIT
library,bs-recipes@1.3.4,,bs-recipes,1.3.4,ISC
library,bson@5.5.1,,bson,5.5.1,Apache-2.0
library,buffer-indexof@1.1.1,,buffer-indexof,1.1.1,MIT
library,buffer-json@2.0.0,,buffer-json,2.0.0,MIT
library,buffer-shims@1.0.0,,buffer-shims,1.0.0,MIT
library,buffer-xor@1.0.3,,buffer-xor,1.0.3,MIT
library,buffer@4.9.2,,buffer,4.9.2,MIT
library,buffer@6.0.3,,buffer,6.0.3,MIT
library,builtin-modules@1.1.1,,builtin-modules,1.1.1,MIT
library,builtin-modules@3.3.0,,builtin-modules,3.3.0,MIT
library,builtin-status-codes@3.0.0,,builtin-status-codes,3.0.0,MIT
library,builtins@4.1.0,,builtins,4.1.0,MIT
library,bundle-require@2.1.8,,bundle-require,2.1.8,MIT
library,cac@6.7.14,,cac,6.7.14,MIT
library,cacache@12.0.4,,cacache,12.0.4,ISC
library,cache-base@1.0.1,,cache-base,1.0.1,MIT
library,cache-loader@3.0.1,,cache-loader,3.0.1,MIT
library,cacheable-request@10.2.13,,cacheable-request,10.2.13,MIT
library,cacheable-request@10.2.2,,cacheable-request,10.2.2,MIT
library,caller-callsite@2.0.0,,caller-callsite,2.0.0,MIT
library,caller-path@2.0.0,,caller-path,2.0.0,MIT
library,callsite@1.0.0,,callsite,1.0.0,
library,callsites@2.0.0,,callsites,2.0.0,MIT
library,camel-case@3.0.0,,camel-case,3.0.0,MIT
library,camel-case@4.1.2,,camel-case,4.1.2,MIT
library,camelcase-css@2.0.1,,camelcase-css,2.0.1,MIT
library,camelize@1.0.1,,camelize,1.0.1,MIT
library,caniuse-api@3.0.0,,caniuse-api,3.0.0,MIT
library,caniuse-lite@1.0.30001365,,caniuse-lite,1.0.30001365,CC-BY-4.0
library,caniuse-lite@1.0.30001397,,caniuse-lite,1.0.30001397,CC-BY-4.0
library,caniuse-lite@1.0.30001524,,caniuse-lite,1.0.30001524,CC-BY-4.0
library,caniuse-lite@1.0.30001540,,caniuse-lite,1.0.30001540,CC-BY-4.0
library,caniuse-lite@1.0.30001554,,caniuse-lite,1.0.30001554,CC-BY-4.0
library,caniuse-lite@1.0.30001596,,caniuse-lite,1.0.30001596,CC-BY-4.0
library,caniuse-lite@1.0.30001634,,caniuse-lite,1.0.30001634,CC-BY-4.0
library,caniuse-lite@1.0.30001637,,caniuse-lite,1.0.30001637,CC-BY-4.0
library,caniuse-lite@1.0.30001642,,caniuse-lite,1.0.30001642,CC-BY-4.0
library,case-sensitive-paths-webpack-plugin@2.4.0,,case-sensitive-paths-webpack-plugin,2.4.0,MIT
library,cbor@9.0.2,,cbor,9.0.2,MIT
library,chai@4.3.4,,chai,4.3.4,MIT
library,chalk@2.4.1,,chalk,2.4.1,MIT
library,chalk@3.0.0,,chalk,3.0.0,MIT
library,chalk@4.1.0,,chalk,4.1.0,MIT
library,chalk@5.0.1,,chalk,5.0.1,MIT
library,chalk@5.1.2,,chalk,5.1.2,MIT
library,chance@1.0.16,,chance,1.0.16,MIT
library,chance@1.1.12,,chance,1.1.12,MIT
library,chance@1.1.4,,chance,1.1.4,MIT
library,char-regex@2.0.1,,char-regex,2.0.1,MIT
library,chardet@0.7.0,,chardet,0.7.0,MIT
library,check-error@1.0.3,,check-error,1.0.3,MIT
library,check-types@11.2.3,,check-types,11.2.3,MIT
library,chokidar@2.1.8,,chokidar,2.1.8,MIT
library,chokidar@3.5.1,,chokidar,3.5.1,MIT
library,chownr@1.1.4,,chownr,1.1.4,ISC
library,chrome-remote-interface@0.32.2,,chrome-remote-interface,0.32.2,MIT
library,chrome-trace-event@1.0.3,,chrome-trace-event,1.0.3,MIT
library,chrome-trace-event@1.0.4,,chrome-trace-event,1.0.4,MIT
library,ci-info@1.6.0,,ci-info,1.6.0,MIT
library,ci-info@3.3.1,,ci-info,3.3.1,MIT
library,ci-info@3.5.0,,ci-info,3.5.0,MIT
library,ci-info@3.8.0,,ci-info,3.8.0,MIT
library,cipher-base@1.0.4,,cipher-base,1.0.4,MIT
library,cjs-module-lexer@1.2.3,,cjs-module-lexer,1.2.3,MIT
library,class-utils@0.3.6,,class-utils,0.3.6,MIT
library,classnames@2.3.2,,classnames,2.3.2,MIT
library,clean-css@4.2.4,,clean-css,4.2.4,MIT
library,clean-css@5.3.3,,clean-css,5.3.3,MIT
library,cli-cursor@2.1.0,,cli-cursor,2.1.0,MIT
library,cli-cursor@4.0.0,,cli-cursor,4.0.0,MIT
library,cli-spinners@2.5.0,,cli-spinners,2.5.0,MIT
library,cli-width@2.2.0,,cli-width,2.2.0,ISC
library,clone-response@1.0.2,,clone-response,1.0.2,MIT
library,clsx@1.2.1,,clsx,1.2.1,MIT
library,coa@2.0.2,,coa,2.0.2,MIT
library,coffeescript@2.7.0,,coffeescript,2.7.0,MIT
library,collection-visit@1.0.0,,collection-visit,1.0.0,MIT
library,color@3.0.0,,color,3.0.0,MIT
library,colord@2.9.3,,colord,2.9.3,MIT
library,colorette@1.4.0,,colorette,1.4.0,MIT
library,colorette@2.0.20,,colorette,2.0.20,MIT
library,colorspace@1.1.2,,colorspace,1.1.2,MIT
library,commander@2.11.0,,commander,2.11.0,MIT
library,commander@2.17.1,,commander,2.17.1,MIT
library,commander@2.19.0,,commander,2.19.0,MIT
library,commander@4.1.1,,commander,4.1.1,MIT
library,commander@5.1.0,,commander,5.1.0,MIT
library,commander@7.2.0,,commander,7.2.0,MIT
library,commander@8.3.0,,commander,8.3.0,MIT
library,common-tags@1.8.2,,common-tags,1.8.2,MIT
library,concordance@5.0.2,,concordance,5.0.2,ISC
library,confusing-browser-globals@1.0.11,,confusing-browser-globals,1.0.11,MIT
library,confusing-browser-globals@1.0.9,,confusing-browser-globals,1.0.9,MIT
library,connect-history-api-fallback@1.6.0,,connect-history-api-fallback,1.6.0,MIT
library,connect-history-api-fallback@2.0.0,,connect-history-api-fallback,2.0.0,MIT
library,connect@3.6.6,,connect,3.6.6,MIT
library,consola@2.15.3,,consola,2.15.3,MIT
library,console-browserify@1.2.0,,console-browserify,1.2.0,MIT
library,consolidate@0.15.1,,consolidate,0.15.1,MIT
library,constants-browserify@1.0.0,,constants-browserify,1.0.0,MIT
library,contains-path@0.1.0,,contains-path,0.1.0,MIT
library,conventional-changelog-conventionalcommits@7.0.2,,conventional-changelog-conventionalcommits,7.0.2,ISC
library,convert-source-map@1.7.0,,convert-source-map,1.7.0,MIT
library,convict@6.2.4,,convict,6.2.4,Apache-2.0
library,cookie@0.4.2,,cookie,0.4.2,MIT
library,copy-concurrently@1.0.5,,copy-concurrently,1.0.5,ISC
library,copy-descriptor@0.1.1,,copy-descriptor,0.1.1,MIT
library,copy-webpack-plugin@5.1.2,,copy-webpack-plugin,5.1.2,MIT
library,core-js-compat@3.32.2,,core-js-compat,3.32.2,MIT
library,core-js-compat@3.36.0,,core-js-compat,3.36.0,MIT
library,core-js-compat@3.37.1,,core-js-compat,3.37.1,MIT
library,core-js-pure@3.36.0,,core-js-pure,3.36.0,MIT
library,core-js-pure@3.37.1,,core-js-pure,3.37.1,MIT
library,core-js-pure@3.6.5,,core-js-pure,3.6.5,MIT
library,core-js@2.6.11,,core-js,2.6.11,MIT
library,core-js@3.32.2,,core-js,3.32.2,MIT
library,core-js@3.33.3,,core-js,3.33.3,MIT
library,core-js@3.36.0,,core-js,3.36.0,MIT
library,core-js@3.37.1,,core-js,3.37.1,MIT
library,cors@2.8.5,,cors,2.8.5,MIT
library,cosmiconfig@5.2.1,,cosmiconfig,5.2.1,MIT
library,cosmiconfig@6.0.0,,cosmiconfig,6.0.0,MIT
library,cosmiconfig@7.1.0,,cosmiconfig,7.1.0,MIT
library,create-ecdh@4.0.4,,create-ecdh,4.0.4,MIT
library,create-hash@1.2.0,,create-hash,1.2.0,MIT
library,create-hmac@1.1.7,,create-hmac,1.1.7,MIT
library,create-require@1.1.1,,create-require,1.1.1,MIT
library,cron@3.1.7,,cron,3.1.7,MIT
library,crypto-browserify@3.12.0,,crypto-browserify,3.12.0,MIT
library,crypto-md5@1.0.0,,crypto-md5,1.0.0,
library,css-blank-pseudo@3.0.3,,css-blank-pseudo,3.0.3,CC0-1.0
library,css-color-keywords@1.0.0,,css-color-keywords,1.0.0,ISC
library,css-color-names@0.0.4,,css-color-names,0.0.4,MIT
library,css-declaration-sorter@4.0.1,,css-declaration-sorter,4.0.1,MIT
library,css-declaration-sorter@6.4.1,,css-declaration-sorter,6.4.1,ISC
library,css-has-pseudo@3.0.4,,css-has-pseudo,3.0.4,CC0-1.0
library,css-loader@2.1.1,,css-loader,2.1.1,MIT
library,css-loader@6.10.0,,css-loader,6.10.0,MIT
library,css-loader@6.11.0,,css-loader,6.11.0,MIT
library,css-minimizer-webpack-plugin@3.4.1,,css-minimizer-webpack-plugin,3.4.1,MIT
library,css-prefers-color-scheme@6.0.3,,css-prefers-color-scheme,6.0.3,CC0-1.0
library,css-select-base-adapter@0.1.1,,css-select-base-adapter,0.1.1,MIT
library,css-select@2.1.0,,css-select,2.1.0,BSD-2-Clause
library,css-select@4.3.0,,css-select,4.3.0,BSD-2-Clause
library,css-to-react-native@3.2.0,,css-to-react-native,3.2.0,MIT
library,css-tree@1.0.0-alpha.37,,css-tree,1.0.0-alpha.37,MIT
library,css-tree@1.1.3,,css-tree,1.1.3,MIT
library,css-what@3.4.2,,css-what,3.4.2,BSD-2-Clause
library,css.escape@1.5.1,,css.escape,1.5.1,MIT
library,cssdb@7.11.1,,cssdb,7.11.1,CC0-1.0
library,cssdb@7.11.2,,cssdb,7.11.2,CC0-1.0
library,cssesc@3.0.0,,cssesc,3.0.0,MIT
library,cssnano-preset-default@4.0.8,,cssnano-preset-default,4.0.8,MIT
library,cssnano-preset-default@5.2.14,,cssnano-preset-default,5.2.14,MIT
library,cssnano-util-get-arguments@4.0.0,,cssnano-util-get-arguments,4.0.0,MIT
library,cssnano-util-get-match@4.0.0,,cssnano-util-get-match,4.0.0,MIT
library,cssnano-util-raw-cache@4.0.1,,cssnano-util-raw-cache,4.0.1,MIT
library,cssnano-util-same-parent@4.0.1,,cssnano-util-same-parent,4.0.1,MIT
library,cssnano-utils@3.1.0,,cssnano-utils,3.1.0,MIT
library,cssnano@4.1.11,,cssnano,4.1.11,MIT
library,cssnano@5.1.15,,cssnano,5.1.15,MIT
library,csso@4.2.0,,csso,4.2.0,MIT
library,csstype@3.1.2,,csstype,3.1.2,MIT
library,csstype@3.1.3,,csstype,3.1.3,MIT
library,cyclist@1.0.2,,cyclist,1.0.2,MIT
library,damerau-levenshtein@1.0.8,,damerau-levenshtein,1.0.8,BSD-2-Clause
library,de-indent@1.0.2,,de-indent,1.0.2,MIT
library,debug@4.1.0,,debug,4.1.0,MIT
library,debug@4.3.1,,debug,4.3.1,MIT
library,debuglog@1.0.1,,debuglog,1.0.1,MIT
library,decamelize@3.2.0,,decamelize,3.2.0,MIT
library,decimal.js@10.0.1,,decimal.js,10.0.1,MIT
library,decimal.js@10.4.3,,decimal.js,10.4.3,MIT
library,decko@1.2.0,,decko,1.2.0,
library,dedent@0.4.0,,dedent,0.4.0,MIT
library,dedent@0.6.0,,dedent,0.6.0,MIT
library,dedent@1.5.1,,dedent,1.5.1,MIT
library,deep-eql@3.0.1,,deep-eql,3.0.1,MIT
library,deep-equal@1.1.1,,deep-equal,1.1.1,MIT
library,deep-equal@1.1.2,,deep-equal,1.1.2,MIT
library,deep-equal@2.2.3,,deep-equal,2.2.3,MIT
library,default-gateway@4.2.0,,default-gateway,4.2.0,BSD-2-Clause
library,default-gateway@6.0.3,,default-gateway,6.0.3,BSD-2-Clause
library,define-data-property@1.1.0,,define-data-property,1.1.0,MIT
library,define-lazy-prop@2.0.0,,define-lazy-prop,2.0.0,MIT
library,define-properties@1.2.0,,define-properties,1.2.0,MIT
library,defined@1.0.1,,defined,1.0.1,MIT
library,del@3.0.0,,del,3.0.0,MIT
library,del@4.1.1,,del,4.1.1,MIT
library,del@5.1.0,,del,5.1.0,MIT
library,del@6.0.0,,del,6.0.0,MIT
library,dequal@2.0.3,,dequal,2.0.3,MIT
library,des.js@1.1.0,,des.js,1.1.0,MIT
library,detect-libc@2.0.3,,detect-libc,2.0.3,Apache-2.0
library,detect-node@2.1.0,,detect-node,2.1.0,MIT
library,detect-port-alt@1.1.6,,detect-port-alt,1.1.6,MIT
library,dev-ip@1.0.1,,dev-ip,1.0.1,MIT
library,device-specs@1.0.1,,device-specs,1.0.1,MIT
library,dezalgo@1.0.3,,dezalgo,1.0.3,ISC
library,didyoumean@1.2.2,,didyoumean,1.2.2,Apache-2.0
library,diff-sequences@27.5.1,,diff-sequences,27.5.1,MIT
library,diff@4.0.2,,diff,4.0.2,BSD-3-Clause
library,diffie-hellman@5.0.3,,diffie-hellman,5.0.3,MIT
library,dlv@1.1.3,,dlv,1.1.3,MIT
library,dns-equal@1.0.0,,dns-equal,1.0.0,MIT
library,dns-packet@1.3.4,,dns-packet,1.3.4,MIT
library,dns-packet@5.6.1,,dns-packet,5.6.1,MIT
library,dns-txt@2.0.2,,dns-txt,2.0.2,MIT
library,doctrine@1.5.0,,doctrine,1.5.0,
library,dom-accessibility-api@0.5.16,,dom-accessibility-api,0.5.16,MIT
library,dom-accessibility-api@0.6.3,,dom-accessibility-api,0.6.3,MIT
library,dom-converter@0.2.0,,dom-converter,0.2.0,MIT
library,dom-serializer@0.2.2,,dom-serializer,0.2.2,MIT
library,domain-browser@1.2.0,,domain-browser,1.2.0,MIT
library,domelementtype@1.3.1,,domelementtype,1.3.1,BSD-2-Clause
library,dompurify@2.4.7,,dompurify,2.4.7,
library,domutils@1.7.0,,domutils,1.7.0,BSD-2-Clause
library,dot-case@3.0.4,,dot-case,3.0.4,MIT
library,dotenv-expand@5.1.0,,dotenv-expand,5.1.0,BSD-2-Clause
library,dotignore@0.1.2,,dotignore,0.1.2,MIT
library,duplexer3@0.1.4,,duplexer3,0.1.4,BSD-3-Clause
library,duplexer@0.1.1,,duplexer,0.1.1,MIT
library,duplexify@3.7.1,,duplexify,3.7.1,MIT
library,duplexify@4.1.2,,duplexify,4.1.2,MIT
library,easy-extender@2.3.4,,easy-extender,2.3.4,Apache-2.0
library,easy-table@1.1.1,,easy-table,1.1.1,MIT
library,eazy-logger@4.0.1,,eazy-logger,4.0.1,
library,ejs@3.1.9,,ejs,3.1.9,Apache-2.0
library,electron-to-chromium@1.4.186,,electron-to-chromium,1.4.186,ISC
library,electron-to-chromium@1.4.247,,electron-to-chromium,1.4.247,ISC
library,electron-to-chromium@1.4.503,,electron-to-chromium,1.4.503,ISC
library,electron-to-chromium@1.4.531,,electron-to-chromium,1.4.531,ISC
library,electron-to-chromium@1.4.567,,electron-to-chromium,1.4.567,ISC
library,electron-to-chromium@1.4.695,,electron-to-chromium,1.4.695,ISC
library,electron-to-chromium@1.4.799,,electron-to-chromium,1.4.799,ISC
library,electron-to-chromium@1.4.802,,electron-to-chromium,1.4.802,ISC
library,electron-to-chromium@1.4.812,,electron-to-chromium,1.4.812,ISC
library,electron-to-chromium@1.4.832,,electron-to-chromium,1.4.832,ISC
library,elegant-spinner@1.0.1,,elegant-spinner,1.0.1,MIT
library,elliptic@6.5.4,,elliptic,6.5.4,MIT
library,elliptic@6.5.5,,elliptic,6.5.5,MIT
library,email-validator@2.0.4,,email-validator,2.0.4,MIT
library,emittery@0.10.2,,emittery,0.10.2,MIT
library,emittery@0.4.1,,emittery,0.4.1,MIT
library,emojis-list@2.1.0,,emojis-list,2.1.0,MIT
library,emojis-list@3.0.0,,emojis-list,3.0.0,MIT
library,endpoint-utils@1.0.2,,endpoint-utils,1.0.2,MIT
library,engine.io-client@6.5.3,,engine.io-client,6.5.3,MIT
library,engine.io-parser@5.2.1,,engine.io-parser,5.2.1,MIT
library,engine.io@6.5.3,,engine.io,6.5.3,MIT
library,enhanced-resolve@4.5.0,,enhanced-resolve,4.5.0,MIT
library,enhanced-resolve@5.13.0,,enhanced-resolve,5.13.0,MIT
library,enhanced-resolve@5.15.1,,enhanced-resolve,5.15.1,MIT
library,enhanced-resolve@5.17.0,,enhanced-resolve,5.17.0,MIT
library,entities@1.1.2,,entities,1.1.2,BSD-2-Clause
library,envinfo@7.8.1,,envinfo,7.8.1,MIT
library,errno@0.1.8,,errno,0.1.8,MIT
library,error-stack-parser@2.1.4,,error-stack-parser,2.1.4,MIT
library,es-abstract@1.17.4,,es-abstract,1.17.4,MIT
library,es-abstract@1.22.1,,es-abstract,1.22.1,MIT
library,es-abstract@1.22.2,,es-abstract,1.22.2,MIT
library,es-abstract@1.22.5,,es-abstract,1.22.5,MIT
library,es-abstract@1.23.2,,es-abstract,1.23.2,MIT
library,es-array-method-boxes-properly@1.0.0,,es-array-method-boxes-properly,1.0.0,MIT
library,es-get-iterator@1.1.3,,es-get-iterator,1.1.3,MIT
library,es-iterator-helpers@1.0.13,,es-iterator-helpers,1.0.13,MIT
library,es-iterator-helpers@1.0.14,,es-iterator-helpers,1.0.14,MIT
library,es-iterator-helpers@1.0.17,,es-iterator-helpers,1.0.17,MIT
library,es-module-lexer@1.4.1,,es-module-lexer,1.4.1,MIT
library,es-module-lexer@1.5.3,,es-module-lexer,1.5.3,MIT
library,es-set-tostringtag@2.0.1,,es-set-tostringtag,2.0.1,MIT
library,es-shim-unscopables@1.0.0,,es-shim-unscopables,1.0.0,MIT
library,esbuild-darwin-arm64@0.14.7,,esbuild-darwin-arm64,0.14.7,MIT
library,esbuild@0.14.7,,esbuild,0.14.7,MIT
library,escodegen@1.14.3,,escodegen,1.14.3,BSD-2-Clause
library,escodegen@2.1.0,,escodegen,2.1.0,BSD-2-Clause
library,eslint-config-airbnb-base@14.0.0,,eslint-config-airbnb-base,14.0.0,MIT
library,eslint-config-prettier@9.1.0,,eslint-config-prettier,9.1.0,MIT
library,eslint-config-react-app@7.0.1,,eslint-config-react-app,7.0.1,MIT
library,eslint-config-standard-with-typescript@23.0.0,,eslint-config-standard-with-typescript,23.0.0,MIT
library,eslint-config-standard@17.0.0,,eslint-config-standard,17.0.0,MIT
library,eslint-import-resolver-node@0.3.3,,eslint-import-resolver-node,0.3.3,MIT
library,eslint-import-resolver-typescript@3.6.1,,eslint-import-resolver-typescript,3.6.1,ISC
library,eslint-module-utils@2.5.2,,eslint-module-utils,2.5.2,MIT
library,eslint-plugin-cucumber@2.0.0,,eslint-plugin-cucumber,2.0.0,MIT
library,eslint-plugin-es@3.0.0,,eslint-plugin-es,3.0.0,MIT
library,eslint-plugin-es@3.0.1,,eslint-plugin-es,3.0.1,MIT
library,eslint-plugin-flowtype@8.0.3,,eslint-plugin-flowtype,8.0.3,BSD-3-Clause
library,eslint-plugin-import@2.20.1,,eslint-plugin-import,2.20.1,MIT
library,eslint-plugin-import@2.28.0,,eslint-plugin-import,2.28.0,MIT
library,eslint-plugin-import@2.28.1,,eslint-plugin-import,2.28.1,MIT
library,eslint-plugin-jest@25.7.0,,eslint-plugin-jest,25.7.0,MIT
library,eslint-plugin-jsx-a11y@6.8.0,,eslint-plugin-jsx-a11y,6.8.0,MIT
library,eslint-plugin-n@15.2.0,,eslint-plugin-n,15.2.0,MIT
library,eslint-plugin-n@15.2.5,,eslint-plugin-n,15.2.5,MIT
library,eslint-plugin-node@11.1.0,,eslint-plugin-node,11.1.0,MIT
library,eslint-plugin-prettier@5.1.3,,eslint-plugin-prettier,5.1.3,MIT
library,eslint-plugin-react-hooks@4.6.0,,eslint-plugin-react-hooks,4.6.0,MIT
library,eslint-plugin-react-hooks@4.6.2,,eslint-plugin-react-hooks,4.6.2,MIT
library,eslint-plugin-react@7.34.0,,eslint-plugin-react,7.34.0,MIT
library,eslint-plugin-react@7.34.3,,eslint-plugin-react,7.34.3,MIT
library,eslint-plugin-standard@5.0.0,,eslint-plugin-standard,5.0.0,MIT
library,eslint-plugin-testing-library@5.11.1,,eslint-plugin-testing-library,5.11.1,MIT
library,eslint-scope@4.0.3,,eslint-scope,4.0.3,BSD-2-Clause
library,eslint-scope@5.1.0,,eslint-scope,5.1.0,BSD-2-Clause
library,eslint-scope@8.0.1,,eslint-scope,8.0.1,BSD-2-Clause
library,eslint-utils@1.4.3,,eslint-utils,1.4.3,MIT
library,eslint-utils@2.0.0,,eslint-utils,2.0.0,MIT
library,eslint-visitor-keys@1.0.0,,eslint-visitor-keys,1.0.0,Apache-2.0
library,eslint-visitor-keys@1.1.0,,eslint-visitor-keys,1.1.0,Apache-2.0
library,eslint-visitor-keys@1.2.0,,eslint-visitor-keys,1.2.0,Apache-2.0
library,eslint-visitor-keys@4.0.0,,eslint-visitor-keys,4.0.0,Apache-2.0
library,eslint-webpack-plugin@3.2.0,,eslint-webpack-plugin,3.2.0,MIT
library,eslint@6.1.0,,eslint,6.1.0,MIT
library,eslint@8.47.0,,eslint,8.47.0,MIT
library,eslint@8.48.0,,eslint,8.48.0,MIT
library,eslint@8.49.0,,eslint,8.49.0,MIT
library,eslint@8.52.0,,eslint,8.52.0,MIT
library,eslint@8.53.0,,eslint,8.53.0,MIT
library,eslint@9.4.0,,eslint,9.4.0,MIT
library,esotope-hammerhead@0.6.8,@types,esotope-hammerhead,0.6.8,MIT
library,espree@10.0.1,,espree,10.0.1,BSD-2-Clause
library,espree@6.2.1,,espree,6.2.1,BSD-2-Clause
library,esprima@1.2.2,,esprima,1.2.2,
library,esquery@1.0.1,,esquery,1.0.1,BSD-3-Clause
library,esrecurse@4.2.1,,esrecurse,4.2.1,BSD-2-Clause
library,estraverse@4.2.0,,estraverse,4.2.0,BSD-2-Clause
library,estree-walker@1.0.1,,estree-walker,1.0.1,MIT
library,esutils@2.0.2,,esutils,2.0.2,
library,event-target-shim@5.0.1,,event-target-shim,5.0.1,MIT
library,eventemitter3@4.0.7,,eventemitter3,4.0.7,MIT
library,eventemitter3@5.0.1,,eventemitter3,5.0.1,MIT
library,events-to-array@1.1.2,,events-to-array,1.1.2,ISC
library,eventsource@2.0.2,,eventsource,2.0.2,MIT
library,evp_bytestokey@1.0.3,,evp_bytestokey,1.0.3,MIT
library,execa@3.4.0,,execa,3.4.0,MIT
library,execa@4.1.0,,execa,4.1.0,MIT
library,expand-brackets@2.1.4,,expand-brackets,2.1.4,MIT
library,expect@27.5.1,,expect,27.5.1,MIT
library,expected-node-version@1.0.2,,expected-node-version,1.0.2,MIT
library,express@4.18.2,,express,4.18.2,MIT
library,express@4.18.3,,express,4.18.3,MIT
library,external-editor@3.1.0,,external-editor,3.1.0,MIT
library,fast-glob@3.2.11,,fast-glob,3.2.11,MIT
library,fast-glob@3.2.5,,fast-glob,3.2.5,MIT
library,fast-glob@3.3.1,,fast-glob,3.3.1,MIT
library,fast-json-stable-stringify@2.0.0,,fast-json-stable-stringify,2.0.0,MIT
library,fast-uri@2.3.0,,fast-uri,2.3.0,MIT
library,fast-uri@3.0.1,,fast-uri,3.0.1,MIT
library,fastq@1.10.1,,fastq,1.10.1,ISC
library,fastq@1.15.0,,fastq,1.15.0,ISC
library,fastq@1.7.0,,fastq,1.7.0,ISC
library,faye-websocket@0.11.4,,faye-websocket,0.11.4,Apache-2.0
library,figures@1.7.0,,figures,1.7.0,MIT
library,figures@2.0.0,,figures,2.0.0,MIT
library,figures@6.1.0,,figures,6.1.0,MIT
library,file-entry-cache@5.0.1,,file-entry-cache,5.0.1,MIT
library,file-entry-cache@8.0.0,,file-entry-cache,8.0.0,MIT
library,file-loader@3.0.1,,file-loader,3.0.1,MIT
library,file-loader@6.2.0,,file-loader,6.2.0,MIT
library,filesize@8.0.7,,filesize,8.0.7,BSD-3-Clause
library,finalhandler@1.1.0,,finalhandler,1.1.0,MIT
library,find-babel-config@2.1.1,,find-babel-config,2.1.1,MIT
library,find-cache-dir@2.1.0,,find-cache-dir,2.1.0,MIT
library,find-cache-dir@3.3.1,,find-cache-dir,3.3.1,MIT
library,find-up@6.3.0,,find-up,6.3.0,MIT
library,five-bells-condition@5.0.1,,five-bells-condition,5.0.1,Apache-2.0
library,flat-cache@2.0.1,,flat-cache,2.0.1,MIT
library,flat-cache@3.1.0,,flat-cache,3.1.0,MIT
library,flat-cache@3.1.1,,flat-cache,3.1.1,MIT
library,flat-cache@4.0.1,,flat-cache,4.0.1,MIT
library,flatted@2.0.2,,flatted,2.0.2,ISC
library,flatted@3.2.5,,flatted,3.2.5,ISC
library,flatted@3.2.7,,flatted,3.2.7,ISC
library,flatted@3.2.9,,flatted,3.2.9,ISC
library,flush-write-stream@1.1.1,,flush-write-stream,1.1.1,MIT
library,follow-redirects@1.15.5,,follow-redirects,1.15.5,MIT
library,for-in@1.0.2,,for-in,1.0.2,MIT
library,foreground-child@3.2.0,,foreground-child,3.2.0,ISC
library,fork-ts-checker-webpack-plugin@6.5.3,,fork-ts-checker-webpack-plugin,6.5.3,MIT
library,form-data-encoder@2.1.3,,form-data-encoder,2.1.3,MIT
library,form-data@2.5.1,,form-data,2.5.1,MIT
library,formidable@1.2.6,,formidable,1.2.6,MIT
library,fraction.js@4.3.7,,fraction.js,4.3.7,MIT
library,from2@2.3.0,,from2,2.3.0,MIT
library,fromentries@1.2.0,,fromentries,1.2.0,MIT
library,fromentries@1.2.1,,fromentries,1.2.1,MIT
library,fs-extra@10.1.0,,fs-extra,10.1.0,MIT
library,fs-extra@3.0.1,,fs-extra,3.0.1,MIT
library,fs-extra@9.1.0,,fs-extra,9.1.0,MIT
library,fs-monkey@1.0.5,,fs-monkey,1.0.5,Unlicense
library,fs-monkey@1.0.6,,fs-monkey,1.0.6,Unlicense
library,fs-write-stream-atomic@1.0.10,,fs-write-stream-atomic,1.0.10,ISC
library,fsevents@1.2.13,,fsevents,1.2.13,MIT
library,gensync@1.0.0-beta.1,,gensync,1.0.0-beta.1,MIT
library,get-func-name@2.0.2,,get-func-name,2.0.2,MIT
library,get-intrinsic@1.2.1,,get-intrinsic,1.2.1,MIT
library,get-os-info@1.0.2,,get-os-info,1.0.2,ISC
library,get-port-please@3.1.1,,get-port-please,3.1.1,MIT
library,get-port@7.1.0,,get-port,7.1.0,MIT
library,get-stdin@4.0.1,,get-stdin,4.0.1,MIT
library,get-tsconfig@4.5.0,,get-tsconfig,4.5.0,MIT
library,get-value@2.0.6,,get-value,2.0.6,MIT
library,getos@3.2.1,,getos,3.2.1,MIT
library,glob-promise@3.4.0,,glob-promise,3.4.0,ISC
library,glob-to-regexp@0.4.1,,glob-to-regexp,0.4.1,BSD-2-Clause
library,glob@10.3.12,,glob,10.3.12,ISC
library,glob@10.3.16,,glob,10.3.16,ISC
library,glob@10.3.3,,glob,10.3.3,ISC
library,glob@10.3.4,,glob,10.3.4,ISC
library,glob@6.0.4,,glob,6.0.4,ISC
library,glob@7.1.3,,glob,7.1.3,ISC
library,glob@7.1.4,,glob,7.1.4,ISC
library,glob@7.1.6,,glob,7.1.6,ISC
library,global-dirs@2.1.0,,global-dirs,2.1.0,MIT
library,global-modules@2.0.0,,global-modules,2.0.0,MIT
library,global-prefix@3.0.0,,global-prefix,3.0.0,MIT
library,globals@11.9.0,,globals,11.9.0,MIT
library,globals@13.21.0,,globals,13.21.0,MIT
library,globals@13.23.0,,globals,13.23.0,MIT
library,globals@14.0.0,,globals,14.0.0,MIT
library,globals@15.6.0,,globals,15.6.0,MIT
library,globby@10.0.2,,globby,10.0.2,MIT
library,globby@11.0.2,,globby,11.0.2,MIT
library,globby@11.0.4,,globby,11.0.4,MIT
library,globby@14.0.1,,globby,14.0.1,MIT
library,globby@6.1.0,,globby,6.1.0,MIT
library,globby@7.1.1,,globby,7.1.1,MIT
library,got@12.5.2,,got,12.5.2,MIT
